CUSTOMER_ID,NAME,BILL_TO_COUNTRY,SHIP_TO_NAME,SHIP_TO_ADDR_1,SHIP_TO_ADDR_2,SHIP_TO_CITY,SHIP_TO_STATE
MAU01,MAUSER CORP,NULL,HOOVER MATERIAL HANDLING DROU,RECEIVING,1800 COLEMAN RD,ANNISTON,AL
MAU04,MAUSER CORP,NULL,BRADLEY DRUM,RECEIVING,4441 W FILLMORE STREET,CHICAGO,IL
MAU04,MAUSER CORP,NULL,DOW AGRO / BUILDING 489,RECEIVING,BLDG   489 DOOR 7,MIDLAND,MI
MAU04,MAUSER CORP,NULL,DOW AGROSCIENCES,RECEIVING,901 LOVERIDGE ROAD,PITTSBURG,CA
MAU04,MAUSER CORP,NULL,GOWAN AGRO/ACCESS DIST,BAYER CROP SCIENCE LP,360 HENDERSON DRIVE,REGINA,SK
MAU04,MAUSER CORP,NULL,L & W,TONY LOPEZ,72 BREEZY KNOLL LANE,LAKE ST LOUIS,MO
MAU04,MAUSER CORP,NULL,NSY WAREHOUSE,,8921 FROST AVENUE,BERKELY,MO
MAU04,MAUSER CORP,NULL,VAN WATERS AND ROGERS,,4909 W PASADENA,GLENDALE,AZ
MAU06,MAUSER CORP,NULL,MAUSER CORP --HEBRON,,2340 GLOBAL WAY,HEBRON,KY
MAU06,MAUSER CORP,NULL,MAUSER CORP MT VERNON,5427 E. CENTRAL AVENUE,219 COMMERCE DR,MT VERNON,OH
MAU09,MAUSER CORP,NULL,TREAT USA,,4900 LAKELAND COMMERCE PKWY,LAKELAND,FL
MAU10,MAUSER CORP,NULL,DOW AGRO/ AG FORMULATORS,,NULL,FRESNO,CA
MAU10,MAUSER CORP,NULL,FEED SERVICES,,401 ELM STREET,NEW ROADS,LA
MAU10,MAUSER CORP,NULL,HELENA CHEMICAL,,340 AMERICAN LEGION DR.,CORWLEY,LA
MAU10,MAUSER CORP,NULL,SYNGENTA AG,2110 DAVIE STREET,824 E. 12TH STREET,NORTH LITTLE ROCK,AR
MAU10,MAUSER CORP,NULL,ZENECA AG,410 SIMKINS LANE,824 E. 12TH STREET,NORTH LITTLE ROCK,AR
MAU12,MAUSER CORP,NULL,AMVAC CHEMICAL,4100 E. WASHINGTON BLVD,NULL,CITY OF COMMERCE,CA
MAU12,MAUSER CORP,NULL,AMVAC CHEMICAL,"4  9TH  AVE,  S.",C/O BAYER CORP SCIENCE,MARSING,ID
MAU12,MAUSER CORP,NULL,AMVAC CHEMICAL,4800  STATE ROUTE 12,NULL,LOS ANGELES,CA
MAU12,MAUSER CORP,NULL,AMVAC CHEMICAL - SHEPPARD WOOD,9449  SANTA  ANITA  AVE,NULL,NAMPA,ID
MAU12,MAUSER CORP,NULL,ASCENSUS SPECIALTIES LLC,,ELMA,ELMA,WA
MAU12,MAUSER CORP,NULL,MAUSER CORP,GRANT MILLER,NULL,RANCHO CUCAMONGA,CA
MAU12,MAUSER CORP,NULL,ROHM &  HAAS  CO,RON JAMES,4800   STATE  RT.  12,ELMA,WA
MAU12,MAUSER CORP,NULL,ROHM &  HAAS  CO,2500 107th  Street ,4800   STATE  RT.  12,ELMA,WA
MAU12,MAUSER CORP,NULL,ROHM &  HAAS  CO,,4800   STATE  RT.  12,ELMA,WA
MAU15,MAUSER CORP,NULL,Mauser,10 WILLIAMS DRIVE,NULL,Bolingbrook ,IL
MID04,MIDSTATES CONTAINER COMPANY,NULL,MIDSTATES CONTAINER CO,108 COULTER ROAD,1200 BISSELL ST.,VENICE,IL
MID04,MIDSTATES CONTAINER COMPANY,NULL,SCHAEFFER C/O GREENWAY CLOUD,809 SOUTH MAIN STREET,NULL,UNION,MO
MID04,MIDSTATES CONTAINER COMPANY,NULL,STREBOR SPECIALTIES,ROB STRAUSS,NULL,DUPO,IL
MID04,MIDSTATES CONTAINER COMPANY,NULL,THOMAS B MOORE,AMSOIL CENTER,NULL,FRERICKTOWN,MO
MID05,MIDWAY CONTAINER INC,USA,AG DEPOT,BILL WIESNER,1160 12TH ST NE,GRAND FORKS,ND
MID05,MIDWAY CONTAINER INC,USA,AMSOIL INC,FOR SENTINEL,ONE AMSOIL CENTER,SUPERIOR ,WI
MID05,MIDWAY CONTAINER INC,USA,BEAR SCENTS,2650 HWY 61 S,6316 E CENTER ROAD,STURGEON BAY,WI
MID05,MIDWAY CONTAINER INC,USA,CPAK,CO/ HYDE OIL,764 VANDALIA ST,ST PAUL,MN
MID05,MIDWAY CONTAINER INC,USA,INTREPID AG SOLUTIONS,,662-363-4945,TUNICA,MS
MID05,MIDWAY CONTAINER INC,USA,MCCOLLISTER OIL,MR  ISAAC BRATZEL,317 5TH STREET SE,PIPESTONE,MN
MID05,MIDWAY CONTAINER INC,USA,"NORTHERN LABS, INC",MIKE WERK,5800 WEST DRIVE,MANITOWOC,WI
MID05,MIDWAY CONTAINER INC,USA,NORTHWEST SCREEN COMPANY,,4204 EAST LAKE STREET,MENNEAPOLIS,MN
MID05,MIDWAY CONTAINER INC,USA,QRS RECYCLING,CERAMIC INDUSTRIES,,,
MID05,MIDWAY CONTAINER INC,USA,ROSE DISTRIBUTION,C/O CHEM TECH,32685 TERRITORIAL ROAD,LAKE CITY,MN
MID05,MIDWAY CONTAINER INC,USA,ROSE DISTRIBUTION,C/O BRIDGEVIEW AEROSOLE,32685 TERRITORIAL ROAD,LAKE CITY,MN
MID05,MIDWAY CONTAINER INC,USA,SCHAEFFER MFG CO,ATTN:  JAY JALLO,2107 N. 14TH STREET,ST. LOUIS,MO
MID05,MIDWAY CONTAINER INC,USA,SEAFOAM SALES COMPANY,7550 KIMBEL STREET,8407 S. 77TH AVENUE,BRIDGEVIEW,IL
MID05,MIDWAY CONTAINER INC,USA,SENTINEL PRODUCTS,1556 DECOMA DRIVE,8901 WYOMING AVE. N,BROOKLYN PARK,MN
MID05,MIDWAY CONTAINER INC,USA,SPRAY-PAK KG PACKAGING,DAVID SCHUMANN,NULL,MISSISSAUGA,ON
MID05,MIDWAY CONTAINER INC,USA,STELLAR,,NULL,DUPO,IL
MID07,MIDWEST CONTAINER CO,NULL,FILTER PRODUCTS COMPANY,,2102 DECATUR STREET,RICHMOND,VA
MID07,MIDWEST CONTAINER CO,NULL,"INMARK, INC",205 E DAVIS STREET,"165 GOODRICH DRIVE, SUITE 101",BIRMINGHAM,AL
MID07,MIDWEST CONTAINER CO,NULL,JEDCO SALES,3309 WEST KINGSLEY ROAD,2313 HOFFMAN DRIVE,EFFINGHAM,IL
MID07,MIDWEST CONTAINER CO,NULL,POGUE PRODUCTS,R,NULL,ST LOUIS,MO
MID07,MIDWEST CONTAINER CO,NULL,QUADRANT CHEMICAL CORP,2800 CLARK AVE,NULL,GARLAND,TX
MID07,MIDWEST CONTAINER CO,NULL,RYCO PACKAGING CORP,,PO BOX 14423,LENEXA,KS
MID07,MIDWEST CONTAINER CO,NULL,SCHWARTZ BROTHER PRINTING,,NULL,ST LOUIS,MO
MID07,MIDWEST CONTAINER CO,NULL,W M  BARR COMPANY,GARY WHITE,2270 BUOY AVE,MEMPHIS,TN
MID07,MIDWEST CONTAINER CO,NULL,WEST COAST PRODUCTS,JUSTIN  SELLERS,3009 AIR PARKWAY STE. D.,SANTA MARIA,CA
MID07,MIDWEST CONTAINER CO,NULL,WOODLAND SCENICS,7575 FULTON STREET EAST,101 EAST VALLEY DR.,LINN CREEK,MO
MJS01,MJS PACKAGING,NULL,ACCESS  BUSINESS  GROUP,C/O CRESCENT MANUFACTURING,"7575  FULTON  ST.  E,",ADA,MI
MJS01,MJS PACKAGING,NULL,AMWAY CORP  C/0 ADAM ZUZELSKI,C/O  FORTECH PRODUCTS,MAIL CODE 50-3R,ADA,MI
MJS01,MJS PACKAGING,NULL,BAR PRODUCTS,C/O CRESCENT  MFG,10285 EAGLE DRIVE,NORTH COLLINS,NY
MJS01,MJS PACKAGING,NULL,BAR'S PRODUCTS,RECEIVING,10566 PLAZA DRIVE,WHITMORE LAKE,MI
MJS01,MJS PACKAGING,NULL,BAR'S PRODUCTS,,10285 EAGLE DRIVE,NORTH COLLINS,NY
MJS01,MJS PACKAGING,NULL,BARS PRODUCTS,,418 HADLEY STREET,NORTH COLLINS,NY
MJS01,MJS PACKAGING,NULL,BRIGHT SOLUTIONS, 21245 ROUTE 6,1738 MAPLELAWN DRIVE,TROY,MI
MJS01,MJS PACKAGING,NULL,C & M PHARMACAL,DAVE BLACK,1721 MAPLELANE AVE,HAZEL PARK,MI
MJS01,MJS PACKAGING,NULL,C/O WEST PENN OIL,3525 Vandalia Road,NULL,WARREN,PA
MJS01,MJS PACKAGING,NULL,CAR CLEEN SUPPLY COMPANY,2800 INDUSTRIAL PARK RD,3212 PLANK ROAD,NEW CASTLE,PA
LEE01,LEE CONTAINER CORP,NULL,Helena ,,NULL,Des Moines,IA
LEE01,LEE CONTAINER CORP,NULL,LEE CONTAINER CORP,TIM ROMERE,NULL,CENTERVILLE,IA
LEE02,LEE CONTAINER CORP,NULL,AGRILIANCE,OAK HILL PARK,,ST PAUL,MN
LEE02,LEE CONTAINER CORP,NULL,BASF CORP,,14385 W PORT ARTHUR RD,BEAUMONT,TX
LEE02,LEE CONTAINER CORP,NULL,CHEMINOVA INC,,1700 ROUTE 23,WAYNE,NJ
LEE02,LEE CONTAINER CORP,NULL,CLEARSTAR COATINGS CORP,,,ISLE OF PALMS,SC
LEE02,LEE CONTAINER CORP,NULL,E I DUPONT DE NEMOURS,,,WILMINGTON,DE
LEE02,LEE CONTAINER CORP,NULL,E I DUPONT DE NEMOURS,,,WILMINGTON,NC
LEE02,LEE CONTAINER CORP,NULL,FARMSAVER COM,,,SEATTLE,WA
LEE02,LEE CONTAINER CORP,NULL,GLOBAL ENERGY RESEARCH & DEV,,,OSTEEN,FL
LEE02,LEE CONTAINER CORP,NULL,GRO-PRO LLC,AMERICAN  WAREHOUSE,,CARY,NC
LEE02,LEE CONTAINER CORP,NULL,GRO-PRO LLC,,,INVERNESS,FL
LEE02,LEE CONTAINER CORP,NULL,HELENA  INDUSTRIES,RECV,3150  S.  WILLOW  AVE.,FRESNO,CA
LEE02,LEE CONTAINER CORP,NULL,JACK FLINT & SON,,219 SCOTT ST,MEMPHIS,TN
LEE02,LEE CONTAINER CORP,NULL,MICROFLO,,RT.1 HWY 41,SPARKS,GA
LEE02,LEE CONTAINER CORP,NULL,NPCI-II LLC,,,HOUSTON,TX
LEE02,LEE CONTAINER CORP,NULL,P L PLASTICS LLC,RECV,,HOUSTON,TX
LEE02,LEE CONTAINER CORP,NULL,RYCO PACKAGING CORP,RECV,,BOYS TOWN,NE
LEE02,LEE CONTAINER CORP,NULL,SMITH CONTAINER CORP,816-238-8111-APPT REQUIRED,260 SOUTHFIELD PARKWAY,FOREST PARK,GA
LEE02,LEE CONTAINER CORP,NULL,SOUTHPAK CONTAINER CORPORATION,C/O SCHIRM,4005 ROYAL DRIVE #200,KENNESAW,GA
LEE02,LEE CONTAINER CORP,NULL,SYNGENTA CROP PROTECTION,SHIPPING DEPT.,%OMNIUM LLC,ST. JOSEPH,MO
LEE02,LEE CONTAINER CORP,NULL,SYNGENTA CROP PROTECTION,,2801 OAK GROVE ROAD,ENNIS,TX
LEE02,LEE CONTAINER CORP,NULL,"TESSENDERLO KERLEY, INC",JAYME HERR,5427 E. CENTRAL AVE,FRESNO,CA
LEE02,LEE CONTAINER CORP,NULL,THREE RIVERS PACKAGING INC,1,,CRANBERRY TWP,PA
LEE02,LEE CONTAINER CORP,NULL,TRICORBRAUN,NULL,4732 N. ROYAL ATLANTA DR.,TUCKER,GA
LEE02,LEE CONTAINER CORP,NULL,VERDANT BRANDS WAREHOUSE,RECV,2307 ALABAMA STREET,ST. JOSEPH,MO
LEE02,LEE CONTAINER CORP,NULL,Wilbur Ellis,RECV,NULL,Devine,TX
LOU01,LOUISIANA PACKAGING CORPORATION,NULL,JOAMCA CHEMICAL,C/O CRESCENT WAREHOUSE,308 DISTRIBUTION DRIVE,MADISON,MS
LOU01,LOUISIANA PACKAGING CORPORATION,NULL,KEMPER INDUSTRIES,C/O MALONEY MOVING & STORAGE,2197 STANTON ROAD,DAPHNE,AL
LOU01,LOUISIANA PACKAGING CORPORATION,NULL,LOUISIANA PACKAGING INC,DEBBIE,608 TIME SAVER AVENUE,HARAHAN,LA
LOU01,LOUISIANA PACKAGING CORPORATION,NULL,LOUISIANA PACKAGING INC,750 WESTSIDE WAY,5301 JEFFERSON HIGHWAY,HARAHAN,LA
MAN02,MANHATTAN OIL,NULL,MANHATTAN OIL,,618 CYPRESS AVE.,HERMOSA BEACH,CA
MAU01,MAUSER CORP,NULL,DUPONT DIST CTR,800-228-1326,NULL,VALDOSTA,GA
MAU01,MAUSER CORP,NULL,HOOVER MATERIALS,RECEIVING,1800 COLEMAN RD,ANNISTON,AL
MAU04,MAUSER CORP,NULL,ELF ATOCHEM,RECEIVING,421 LONDON ROAD,DELAWARE,OH
MAU04,MAUSER CORP,NULL,MICRO FLO,PHONE # 402-734-8345,"ROUTE 1,  HWY 41 NORTH",SPARKS,GA
MAU04,MAUSER CORP,NULL,NOX CRETE,,1444 S 20TH STREET,OAMAH,NE
MAU04,MAUSER CORP,NULL,SYNGENTA,,4111 GIBSON ROAD,OMAHA,NE
MAU09,MAUSER CORP,NULL,RSSW,,4004 HOMESTEAD DRIVE,HOUSTON,TX
MAU09,MAUSER CORP,NULL,RUSSELL-STANLEY INC,,4004 HOMESTEAD RD,HOUSTON,TX
MAU10,MAUSER CORP,NULL,AGRO DIST,C/O CASCIO WHSE,13100 FARMS SUPPLY RD.,ROANOKE,LA
MAU10,MAUSER CORP,NULL,CEDAR CHEMICAL,C/O CWS LOGISTICS,HIGHWAY 2425,WEST HELENA,AR
MAU10,MAUSER CORP,NULL,DOW AGROSCIENCE LLC,C/O OMNIUM LLC,1795 NORTH THEOBALD STREET,GREENVILLE,MS
MAU10,MAUSER CORP,NULL,NUFARM AGRICULTURE INC,,BAY 3 - 5625 61ST AVE SE,ALBERTA,NULL
MAU10,MAUSER CORP,NULL,SYNGENTA CROP PROTECTION INC,5427 E. CENTRAL AVE.,1417 LOWER LAKE ROAD,ST. JOSEPH,MO
MAU10,MAUSER CORP,NULL,TRI STATE DELTA INC,JL.P NATUNA-1 NO. C-3 KIM II,805 SAINT PATRICK HWY,THIBODAUX,LA
MAU12,MAUSER CORP,NULL,DOW AGRO/AG FORMULATORS,,NULL,FRESNO,CA
MAU12,MAUSER CORP,NULL,DOW AGROSCIENCES - INDONESIA,,C/O MITRA ABADI WHSE,NULL,NULL
MAU12,MAUSER CORP,NULL,MAUSER CORP - RANCHO,4800 STATE ROUTE 12,9449  SANTA  ANITA   AVE.,RANCHO  CUCAMONGA,CA
MAU12,MAUSER CORP,NULL,SVZ-USA  INC,10 WILLIAMS DRIVE,1500  N.  BROADWAY,OTHELLO,WA
MAU12,MAUSER CORP,NULL,VERTELLUS PERFORMANCE,DISTRIBUTION CENTER,NULL,ELMA,WA
MID04,MIDSTATES CONTAINER COMPANY,NULL,GREENWAY CLOUD,AARON FELT,NULL,UNION,MO
MID05,MIDWAY CONTAINER INC,USA,3M AURORA-3MUS-IL,,2300 WHITE OAK DRIVE,AURORA,IL
MID05,MIDWAY CONTAINER INC,USA,3M COMPANY C/O ROSE DIST CTR,RECEIVING,8640 JEFFERSON HWY,OSSEO,MN
MID05,MIDWAY CONTAINER INC,USA,C & H CHEMICAL,,222 STARKEY STREET,ST PAUL,MN
MID05,MIDWAY CONTAINER INC,USA,C F R  CORP,RECEIVING,601 LAKEVIEW PAINT SUITE B,NEW BRIGHTON,MN
MID05,MIDWAY CONTAINER INC,USA,CENTURY MANUFACTURING,RECEIVING,OLD HWY 18 EAST,BRITT,IA
MID05,MIDWAY CONTAINER INC,USA,CHEM-TECH LTD,8201 54TH AVE N,1006 BUSINESS HIGHWAY 5,PLEASANTVILLE,IA
MID05,MIDWAY CONTAINER INC,USA,CHROMALINE,,4832 GRAND AVENUE,DULUTH,MN
MID05,MIDWAY CONTAINER INC,USA,DEDICATED LOGISTICS,,NULL,NEW HOPE ,MN
MID05,MIDWAY CONTAINER INC,USA,DIAMOND VOGEL,SUE MIHAJLOVICH,2020 N 2ND ST,MPLS,MN
MID05,MIDWAY CONTAINER INC,USA,MCLAUGHLIN GORMLEY & KING,BRAD HILGENKAMP,4001 PEAVY ROAD,CHASKA,MN
MID05,MIDWAY CONTAINER INC,USA,MIDWAY CINTAINER,MULTI CLEAN DIVISION,2341 HAMPDEN AVE,ST. PAUL,MN
MID05,MIDWAY CONTAINER INC,USA,MIDWAY CONTAINER,BRAD HILGENKAMP,2341 HAMPDEN AVENUE,ST. PAUL,MN
MID05,MIDWAY CONTAINER INC,USA,MINUTEMAN INTERNATIONAL,,600 CARDIGAN ROAD,SHOREVIEW,MN
MID05,MIDWAY CONTAINER INC,USA,"MIWAY CONTAINER, INC",RECV,2341 HAMPDEN AVE.,ST. PAUL,MN
MID05,MIDWAY CONTAINER INC,USA,MULTI-CLEAN,,600 CARDIGAN ROAD,SHOREVIEW,MN
MID05,MIDWAY CONTAINER INC,USA,"NORTHERN LABS, INC",NULL,5800 WEST DRIVE,MANITOWOC,WI
MID05,MIDWAY CONTAINER INC,USA,PAN-AM PKGING INC,RECEIVING,8214 NW  64TH STREET,MIAMI,FL
MID05,MIDWAY CONTAINER INC,USA,RALCO NUTRITION INC,,2932 STATE HWY 23,MARSHALL,MN
MID05,MIDWAY CONTAINER INC,USA,RICHIE ENGINEERING,C/ O CONTAINER DECORATORS,10950 HAMPSHIRE AVE SOUTH,BLOOMINGTON,MN
MID05,MIDWAY CONTAINER INC,USA,SCHAEFFER MANUFACTURING,,102 BARTON STREET,ST.LOUIS,MO
MID05,MIDWAY CONTAINER INC,USA,SENTINEL CHEMICAL,RECEIVING,525 SHOREVIEW PARK ROAD,SHOREVIEW,MN
MID05,MIDWAY CONTAINER INC,USA,TO FOLLOW,ATTEN:,,,
MID05,MIDWAY CONTAINER INC,USA,TRUE VALUE COMERCIAL SUPPLY,1280 IMPERIAL RD,118 W. FRONT ST,BROOKLYN,IA
MID05,MIDWAY CONTAINER INC,USA,VERDANT BRANDS,1,2307 ALABAMA,ST. JOSEPH,MO
MID05,MIDWAY CONTAINER INC,USA,WINFIELD SOLUTIONS,NED NYMAN,C/O OMNIUM,HAMPTON,IA
MID07,MIDWEST CONTAINER CO,NULL,AAWC,,1502 S. INTERPRISE,SPRINGFIELD,MO
MID07,MIDWEST CONTAINER CO,NULL,MIDWEST CONTAINER,9733 MEADOR ROAD,1700 STAHL RD,BARNHART,MO
MID07,MIDWEST CONTAINER CO,NULL,MIDWEST POLYCHEM LIMITED,,1502 N 25TH ST,MELROSE PARK,IL
MID07,MIDWEST CONTAINER CO,NULL,NEXEO SOLUTIONS,DR  GARY PUSILLO,NULL,CONROE,TX
MJS01,MJS PACKAGING,NULL,ALPHA PACKAGING,CAS MAUCERE,1995 HIGHLAND AVENUE,BETHLEHEM,PA
MJS01,MJS PACKAGING,NULL,APPERON INC,CRAIG BROWN,2017 230TH ST,MARSHALLTOWN,IA
MJS01,MJS PACKAGING,NULL,APTAR B+H,DAVE PAYTON,125 ACCESS ROAD,STRATFORD,CT
MJS01,MJS PACKAGING,NULL,ATLAS PUTTY PRODUCTS,2305 MARKET STREET,8351 W 185TH ST,TINLEY PARK,IL
MJS01,MJS PACKAGING,NULL,ATLAS PUTTY PRODUCTS,ASHLEY STEWART,18600 GRAPHIC COURT,TINLEY PARK,IL
MJS01,MJS PACKAGING,NULL,BARS PRODUCTS,C/O ASI PACKAGING COMPANY,C/O# WEST PEN OIL,WARREN,PA
MJS01,MJS PACKAGING,NULL,BBC BIOCHEMICAL,7600 kENSINGTON COURT,409 ELEANOR LANE,MOUNT VERNON,WA
MJS01,MJS PACKAGING,NULL,"BRIGHT SOLUTIONS, INC",NULL,3019 AIRPARK DRIVE N.,FLINT,MI
MJS01,MJS PACKAGING,NULL,C/O FORTECH,,NULL,BRIGHTON,MI
MJS01,MJS PACKAGING,NULL,CLIPLIGHT MFG  CO,,961 ALNESS STREET,TORONTO,ON
MJS01,MJS PACKAGING,NULL,D-S-C LABORATORIES,,1979 LATIMER DRIVE,MUSKEGON,MI
MJS01,MJS PACKAGING,NULL,DICOR CORPORATION,RAW MATRIALS,2965 LAVANTURE PLACE,ELKHART,IN
MJS01,MJS PACKAGING,NULL,EXCELDA MANUFACTURING CO,MR. NIK KOSTOPOULOS,12785 EMERSON DRIVE,BRIGHTON,MI
MJS01,MJS PACKAGING,NULL,"GENESIS PHARMACEUTICAL, INC",,1710 WHITNEY MESA DRIVE,HENDERSON,NV
MJS01,MJS PACKAGING,NULL,GORILLA GLUE COMPANY,35601 VERONICA ST,4550 REDBANK EXPRESSWAY,CINCINNATI,OH
MJS01,MJS PACKAGING,NULL,GUARDSMAN PRODUCTS INC,,411 NORTH DARLING,FREMONT,MI
MJS01,MJS PACKAGING,NULL,KERR ITALY C/O MJS PACKAGING,,NULL,LIVONIA,MI
MJS01,MJS PACKAGING,NULL,KERR MANUFACTURING,CAROL O'BRIEN,28200 WICK ROAD,ROMULUS,MI
MJS01,MJS PACKAGING,NULL,M  JACOB & SONS,,10101 LYNDON,DETROIT,MI
MJS01,MJS PACKAGING,NULL,M JACOB & SONS,NULL,30375 NORTHWESTERN HWY,FARMINGTON HILLS,MI
MJS01,MJS PACKAGING,NULL,MAGNA DRY,35601 VERONICA ST,13780 NELSON,DETROIT,MI
MJS01,MJS PACKAGING,NULL,MILL-CHEM MFG C/O ORGANINC CHEM SOLUTIONS,7190 W HURON RIVER DR,NULL,THOMASVILLE,NC
MJS01,MJS PACKAGING,NULL,MJS PACKAGING FOR KERR ITALY ,RECEIVING,NULL,LIVONIA ,MI
MJS01,MJS PACKAGING,NULL,PHOTO SYSTEMS,P O #1001,NULL,DEXTER ,MI
MJS01,MJS PACKAGING,NULL,RICHARD-ALLAN SCIENTIFIC,1487 TRAE LANE,4481 CAMPUS DRIVE,KALAMAZOO,MI
MJS01,MJS PACKAGING,NULL,RIGHT  LOOK  COM   INC,"C/O SIR GRAPHICS, INC",8969  KENAMAR  DRIVE STE. 113,SAN  DIEGO,CA
MJS01,MJS PACKAGING,NULL,SOURCEONE PACKAGING,,NULL,LITHIA SPRINGS,GA
MJS01,MJS PACKAGING,NULL,SPECTRONICS CORPORATION,30333 EMERALD VALLEY PKWY,125989 INDUSTRIAL PARK DRIVE,GRANGER,IN
MJS01,MJS PACKAGING,NULL,STEP-EAST,RECEIVING,17910 VANDYKE,DETROIT,MI
MJS01,MJS PACKAGING,NULL,STRIDE TOOL,,NULL,GLENWILLOW,OH
MJS01,MJS PACKAGING,NULL,VALSPAR CORP,DON PUELLA & NEIL WILLIAMS,411 N DARLING,FREMONT,MI
MJS01,MJS PACKAGING,NULL,WILL ADVISE,RECEIVING,,,
MON02,MONARCH PLASTICS,USA,MALCO PRODUCTS,,361 FAIRVIEW AVE,BARBERTON,OH
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,ADERCO C/O MERICHEM CHEMICALS,GRANT GETTY,2701 WARRIOR ROAD,TUSCALOOSA,AL
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,AG DEPOT,RECEIVING,1160  12TH STREET,GRAND FORKS,ND
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,AMVAC % MGK,ROOM 140 B,4001 PEAVEY ROAD,CHASKA,MN
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,AQL,SOUTH TRAFFIC CO  INC,215 BERGEN BLVD,FAIRVIEW,NJ
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,AVENTIS/BAYER,,1600 NORTH  M291 HWY,INDEPENDENCE,MO
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,AVENTIS/BAYER MEXICO,720 VAIDEN DRIVE,8501 KILLAM INDUSTRIAL BLVD. C,LAREDO,TX
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,BAYER-AG DEPOT,,1160  12TH STREET NE,GRANDFORKS,ND
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,CARBRITE/ASHLAND,RECEIVING,NULL,HERNANDO,MS
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,CASCIO STORAGE & WAREHOUSE,MARK  ANDREWS,1795 N. THEOBALD STREET,GREENVILLE,MS
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,CITGO PETROLEUM,,915 N. MARTIN LUTHER KING,OKLAHOMA CITY,OK
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,E T  PRODUCTS,RECV,747 DOUGLAS ROAD,BREMEN,IN
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,FINGER LAKES CHEMICAL,F/AMVAC CHEMICAL,418 ST. PAUL STREET,ROCHESTER,NY
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,FMC CORPORATION,X,1200 TALLEYRAND,JACKSONVILLE,FL
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,GRAY DISTRIBUTION,,1315 INDUSTRY AVENUE,ALBANY,GA
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,HI-PORT INC,6045 GUION ROAD,409 EAST WALLISVILLE RD,HIGHLANDS,TX
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,HOLD,,,,
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,INDIANAPOLIS MAIN STORAGE,BYRON JOHNSON,NULL,INDIANAPOLIS,IN
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,INTERSTATE CHEMICAL,3737 VENOY,23247 WEST EAMES STRET,CHANNAHON,IL
NOR13,NORTH AMERICAN PACKAGING CORP,NULL,NAMPAC,605 90TH AVENUE,6061 GUION ROAD,INDIANAPOLIS,IN
PIP08,PIPELINE PACKAGING,NULL,AMERICAN JETWAY CORP,1001 GOLDEN DR,NULL,WAYNE,MI
PIP08,PIPELINE PACKAGING,NULL,BREWER INTERNATIONAL,SOULUTIONS PEST AND LAWN,NULL,VERA BEACH,FL
PIP08,PIPELINE PACKAGING,NULL,"CHAMPION BRANDS, LLC",,NULL,CLINTON,MO
PIP08,PIPELINE PACKAGING,NULL,CONTROL SOLUTIONS INC,3023 EAST KEMPER RD BLDG 1,100 SOLUTIONS PARKWAY,THOMASTON,GA
PIP08,PIPELINE PACKAGING,NULL,DRY APPROACH,611 NORGAL DR,7525 NW 61ST SERV BUILDING,PARKLAND,FL
PIP08,PIPELINE PACKAGING,NULL,DUBOIS CHEMICAL ,,NULL,SHARONVILLE ,OH
PIP08,PIPELINE PACKAGING,NULL,EASTGATE GRAPHICS,,NULL,LEBANON,OH
PIP08,PIPELINE PACKAGING,NULL,EASY CARE PRODUCTS,,1658 E. HIGHLAND RD,TWINSBURG,OH
PIP08,PIPELINE PACKAGING,NULL,ENVIRONMENTAL CHEMICAL,3033 KELLWAY DR STE 1128,730 MARKET AVENUE SOUTH,CANTON,OH
PIP08,PIPELINE PACKAGING,NULL,ENVIRONMENTAL COATINGS INCORP,3351 S. GEOSPACE DRIVE,6450 HANNA LAKE AVENUE,CALEDONIA,MI
PIP08,PIPELINE PACKAGING,NULL,FILM-TECH CINEMAS SYSTEMS,5374 WASWORTH ROAD,NULL,CARROLTON,TX
PIP08,PIPELINE PACKAGING,NULL,GENERATION PRINTING,c/o Fedex Freight,NULL,INDEPENDENCE,MO
PIP08,PIPELINE PACKAGING,NULL,GRANTEC INC.,1827 AUGER DRIVE,NULL,DAYTON,OH
PIP08,PIPELINE PACKAGING,NULL,Henkel Puerto Rico,1203 KENT STREET,310 Fox Street,Jacksonville,FL
PIP08,PIPELINE PACKAGING,NULL,"ITD, INC.",305 PATTON DR SW,NULL,TUCKER,GA
PIP08,PIPELINE PACKAGING,NULL,NANOCHEM,756 Pawnee,NULL,ELKHART,IN
